date,identifier,title,year,url
1962-04-29,sim_newsweek-us_1962-04-29_59_17,Newsweek 1962-04-29,1962,https://archive.org/details/sim_newsweek-us_1962-04-29_59_17
1962-04-30,sim_newsweek-us_1962-04-30_59_18,Newsweek 1962-04-30,1962,https://archive.org/details/sim_newsweek-us_1962-04-30_59_18
1962-05-01,sim_newsweek-us_1962-05-01_59_18,Newsweek 1962-05-01,1962,https://archive.org/details/sim_newsweek-us_1962-05-01_59_18
1962-05-02,sim_newsweek-us_1962-05-02_59_18,Newsweek 1962-05-02,1962,https://archive.org/details/sim_newsweek-us_1962-05-02_59_18
1962-05-03,sim_newsweek-us_1962-05-03_59_18,Newsweek 1962-05-03,1962,https://archive.org/details/sim_newsweek-us_1962-05-03_59_18
1962-05-04,sim_newsweek-us_1962-05-04_59_18,Newsweek 1962-05-04,1962,https://archive.org/details/sim_newsweek-us_1962-05-04_59_18
1962-05-05,sim_newsweek-us_1962-05-05_59_18,Newsweek 1962-05-05,1962,https://archive.org/details/sim_newsweek-us_1962-05-05_59_18
1962-05-06,sim_newsweek-us_1962-05-06_59_18,Newsweek 1962-05-06,1962,https://archive.org/details/sim_newsweek-us_1962-05-06_59_18
1962-05-07,sim_newsweek-us_1962-05-07_59_19,Newsweek 1962-05-07,1962,https://archive.org/details/sim_newsweek-us_1962-05-07_59_19
1962-05-08,sim_newsweek-us_1962-05-08_59_19,Newsweek 1962-05-08,1962,https://archive.org/details/sim_newsweek-us_1962-05-08_59_19
1962-05-09,sim_newsweek-us_1962-05-09_59_19,Newsweek 1962-05-09,1962,https://archive.org/details/sim_newsweek-us_1962-05-09_59_19
1962-05-10,sim_newsweek-us_1962-05-10_59_19,Newsweek 1962-05-10,1962,https://archive.org/details/sim_newsweek-us_1962-05-10_59_19
1962-05-11,sim_newsweek-us_1962-05-11_59_19,Newsweek 1962-05-11,1962,https://archive.org/details/sim_newsweek-us_1962-05-11_59_19
1962-05-12,sim_newsweek-us_1962-05-12_59_19,Newsweek 1962-05-12,1962,https://archive.org/details/sim_newsweek-us_1962-05-12_59_19
1962-05-13,sim_newsweek-us_1962-05-13_59_19,Newsweek 1962-05-13,1962,https://archive.org/details/sim_newsweek-us_1962-05-13_59_19
1962-05-14,sim_newsweek-us_1962-05-14_59_20,Newsweek 1962-05-14,1962,https://archive.org/details/sim_newsweek-us_1962-05-14_59_20
1962-05-15,sim_newsweek-us_1962-05-15_59_20,Newsweek 1962-05-15,1962,https://archive.org/details/sim_newsweek-us_1962-05-15_59_20
1962-05-16,sim_newsweek-us_1962-05-16_59_20,Newsweek 1962-05-16,1962,https://archive.org/details/sim_newsweek-us_1962-05-16_59_20
1962-05-17,sim_newsweek-us_1962-05-17_59_20,Newsweek 1962-05-17,1962,https://archive.org/details/sim_newsweek-us_1962-05-17_59_20
1962-05-18,sim_newsweek-us_1962-05-18_59_20,Newsweek 1962-05-18,1962,https://archive.org/details/sim_newsweek-us_1962-05-18_59_20
1962-05-19,sim_newsweek-us_1962-05-19_59_20,Newsweek 1962-05-19,1962,https://archive.org/details/sim_newsweek-us_1962-05-19_59_20
1962-05-20,sim_newsweek-us_1962-05-20_59_20,Newsweek 1962-05-20,1962,https://archive.org/details/sim_newsweek-us_1962-05-20_59_20
1962-05-21,sim_newsweek-us_1962-05-21_59_21,Newsweek 1962-05-21,1962,https://archive.org/details/sim_newsweek-us_1962-05-21_59_21
1962-05-22,sim_newsweek-us_1962-05-22_59_21,Newsweek 1962-05-22,1962,https://archive.org/details/sim_newsweek-us_1962-05-22_59_21
1962-05-23,sim_newsweek-us_1962-05-23_59_21,Newsweek 1962-05-23,1962,https://archive.org/details/sim_newsweek-us_1962-05-23_59_21
1962-05-24,sim_newsweek-us_1962-05-24_59_21,Newsweek 1962-05-24,1962,https://archive.org/details/sim_newsweek-us_1962-05-24_59_21
1962-05-25,sim_newsweek-us_1962-05-25_59_21,Newsweek 1962-05-25,1962,https://archive.org/details/sim_newsweek-us_1962-05-25_59_21
1962-05-26,sim_newsweek-us_1962-05-26_59_21,Newsweek 1962-05-26,1962,https://archive.org/details/sim_newsweek-us_1962-05-26_59_21
